,tm
23478,43.8
23479,25.0
23480,38.3
23481,35.7
23482,25.0
23483,25.0
23484,25.0
23485,25.0
23486,25.0
23487,25.0
23488,25.0
23489,45.3
23490,25.0
23491,25.0
23492,52.3
23493,25.0
23494,51.3
23495,25.0
23496,29.8
23497,30.4
23498,25.0
23499,25.0
23500,25.0
23501,50.3
23502,38.3
23503,25.0
23504,25.0
23505,25.0
23506,25.0
23507,25.0
23508,25.0
23509,25.0
23510,47.7
23511,65.4
23512,25.0
23513,32.5
23514,32.1
23515,25.0
23516,25.0
23517,25.0
23518,46.1
23519,25.0
23520,32.1
23521,48.0
23522,25.0
23523,25.0
23524,39.4
23525,30.4
23526,69.1
23527,25.0
23528,31.8
23529,57.7
23530,67.3
23531,25.0
23532,25.0
23533,42.8
23534,32.1
23535,25.0
23536,25.0
23537,25.0
23538,52.1
23539,53.6
23540,36.1
23541,40.6
23542,45.2
23543,46.6
23544,49.8
23545,42.7
23546,46.4
23547,43.5
23548,52.6
23549,38.1
23550,42.6
23551,63.3
23552,48.8
23553,50.8
23554,43.6
23555,41.1
23556,44.8
23557,51.1
23558,43.4
23559,53.4
23560,54.6
23561,47.6
23562,44.1
23563,49.9
23564,50.8
23565,48.8
23566,36.8
23567,47.5
23568,52.6
23569,49.8
23570,39.1
23571,64.6
23572,52.1
23573,49.0
23574,51.0
23575,54.7
23576,28.0
23577,28.0
23578,28.0
23579,28.0
23580,28.0
23581,28.0
23582,28.0
23583,28.0
23584,28.0
23585,28.0
23586,28.0
23587,28.0
23588,28.0
23589,28.0
23590,28.0
23591,28.0
23592,28.0
23593,28.0
23594,28.0
23595,28.0
23596,28.0
23597,28.0
23598,28.0
23599,28.0
23600,28.0
23601,28.0
23602,28.0
23603,49.4
23604,50.2
23605,46.4
23606,55.2
23607,41.8
23608,44.9
23609,39.3
23610,41.4
23611,58.8
23612,38.5
23613,50.7
23614,42.0
23615,40.9
23616,36.7
23617,48.6
23618,41.7
23619,45.6
23620,44.6
23621,64.3
23622,35.4
23623,40.2
23624,41.7
23625,42.1
23626,49.0
23627,50.4
23628,51.7
23629,47.5
23630,38.4
23631,46.1
23632,38.3
23633,44.5
23634,37.9
23635,48.5
23636,50.7
23637,53.7
23638,52.8
23639,41.6
23640,42.3
23641,43.4
23642,39.9
23643,47.7
23644,44.0
23645,40.1
23646,47.4
23647,49.5
23648,48.6
23649,46.4
23650,48.1
23651,50.5
23652,40.5
23653,60.7
23654,43.6
23655,52.6
23656,48.6
23657,51.4
23658,41.7
23659,45.6
23660,49.3
23661,35.7
23662,51.7
23663,53.9
23664,48.6
23665,41.6
23666,47.8
23667,40.1
23668,50.5
23669,46.0
23670,53.2
23671,41.3
23672,45.8
23673,43.8
23674,63.9
23675,43.5
23676,41.9
23677,39.2
23678,36.1
23679,41.3
23680,77.0
23681,43.7
23682,51.3
23683,45.9
23684,49.2
23685,42.7
23686,41.8
23687,38.4
23688,38.3
23689,51.8
23690,49.7
23691,52.0
23692,55.0
23693,53.0
23694,28.8
23695,52.0
23696,59.1
23697,47.1
23698,56.5
23699,58.1
23700,20.0
23701,35.0
23702,48.0
23703,50.0
23704,62.7
23705,37.2
23706,29.0
23707,39.0
23708,38.5
23709,57.5
23710,57.4
23711,51.4
23712,57.4
23713,53.0
23714,55.0
23715,55.0
23716,52.0
23717,42.1
23718,51.2
23719,42.3
23720,53.5
23721,39.7
23722,62.5
23723,45.2
23724,44.8
23725,60.8
23726,49.7
23727,42.0
23728,60.1
23729,36.8
23730,55.0
23731,51.5
23732,42.7
23733,53.3
23734,40.2
23735,52.9
23736,45.4
23737,50.1
23738,46.4
23739,49.9
23740,51.2
23741,45.8
23742,44.7
23743,37.6
23744,46.4
23745,43.9
23746,50.6
23747,79.9
23748,52.7
23749,43.8
23750,44.4
23751,46.3
23752,46.8
23753,50.2
23754,47.7
23755,55.5
23756,48.7
23757,50.3
23758,39.2
23759,50.1
23760,41.4
23761,50.6
23762,47.7
23763,47.9
23764,45.3
23765,46.4
23766,46.4
23767,40.8
23768,50.8
23769,49.6
23770,49.6
23771,34.5
23772,55.8
23773,43.0
23774,48.2
23775,44.4
23776,48.0
23777,40.9
23778,51.6
23779,46.0
23780,52.8
23781,44.3
23782,54.0
23783,41.6
23784,44.3
23785,47.0
23786,52.7
23787,42.5
23788,43.3
23789,56.9
23790,42.5
23791,48.2
23792,60.3
23793,40.0
23794,43.1
23795,53.1
23796,49.7
23797,53.4
23798,64.9
23799,47.5
23800,45.3
23801,50.6
23802,45.2
23803,45.8
23804,55.4
23805,38.4
23806,52.8
23807,39.2
23808,39.6
23809,38.3
23810,40.0
23811,39.1
23812,51.7
23813,38.1
23814,49.1
23815,52.7
23816,41.6
23817,49.0
23818,54.5
23819,54.8
23820,52.6
23821,49.1
23822,47.9
23823,41.8
23824,38.3
23825,47.9
23826,39.6
23827,49.8
23828,48.0
23829,45.1
23830,30.5
23831,48.9
23832,45.0
23833,47.6
23834,39.9
23835,40.8
23836,45.7
23837,49.3
23838,43.4
23839,50.9
23840,44.5
23841,37.7
23842,40.4
23843,63.6
23844,51.5
23845,41.9
23846,52.8
23847,48.5
23848,48.6
23849,49.6
23850,53.7
23851,54.9
23852,36.7
23853,43.5
23854,50.0
23855,57.8
23856,42.0
23857,43.2
23858,75.8
23859,44.5
23860,43.3
23861,38.4
23862,51.4
23863,50.5
23864,40.3
23865,47.6
23866,50.9
23867,46.1
23868,38.7
23869,48.0
23870,49.8
23871,45.5
23872,37.7
23873,42.8
23874,42.5
23875,43.2
23876,47.9
23877,44.5
23878,44.5
23879,54.0
23880,35.4
23881,71.9
23882,45.6
23883,50.7
23884,35.8
23885,51.9
23886,82.0
23887,45.4
23888,43.7
23889,46.1
23890,51.7
23891,39.2
23892,48.6
23893,48.3
23894,49.3
23895,56.8
23896,89.7
23897,47.4
23898,48.7
23899,46.5
23900,34.2
23901,67.9
23902,41.4
23903,47.3
23904,84.7
23905,47.4
23906,49.4
23907,70.4
23908,50.4
23909,43.9
23910,63.5
23911,36.3
23912,51.1
23913,41.2
23914,69.7
23915,49.8
23916,42.8
23917,59.2
23918,85.9
23919,41.5
23920,45.5
23921,48.8
23922,37.8
23923,48.6
23924,47.7
23925,44.7
23926,38.2
23927,61.5
23928,37.7
23929,41.6
23930,81.3
23931,49.2
23932,60.3
23933,51.3
23934,46.5
23935,53.9
23936,42.5
23937,49.9
23938,44.4
23939,48.8
23940,33.4
23941,39.9
23942,51.2
23943,53.9
23944,49.7
23945,50.1
23946,36.1
23947,56.3
23948,49.6
23949,55.3
23950,51.0
23951,49.6
23952,48.6
23953,46.1
23954,45.0
23955,52.0
23956,56.9
23957,35.9
23958,38.6
23959,45.2
23960,61.5
23961,41.0
23962,55.4
23963,55.5
23964,53.2
23965,39.8
23966,51.8
23967,41.5
23968,40.7
23969,39.0
23970,81.8
23971,40.8
23972,47.4
23973,47.8
23974,57.3
23975,48.5
23976,43.7
23977,51.6
23978,51.5
23979,43.4
23980,51.0
23981,51.1
23982,38.1
23983,44.1
23984,38.7
23985,48.6
23986,39.4
23987,36.7
23988,53.7
23989,54.6
23990,40.6
23991,39.2
23992,48.1
23993,46.7
23994,47.9
23995,50.7
23996,50.3
23997,44.4
23998,48.3
23999,49.1
24000,47.1
24001,42.6
24002,54.6
24003,56.3
24004,37.4
24005,78.3
24006,48.2
24007,42.5
24008,44.7
24009,52.5
24010,51.3
24011,46.2
24012,49.3
24013,52.1
24014,51.0
24015,46.6
24016,49.6
24017,48.7
24018,50.5
24019,53.1
24020,53.1
24021,50.6
24022,45.7
24023,42.3
24024,82.7
24025,45.2
24026,50.1
24027,39.0
24028,89.5
24029,45.5
24030,35.9
24031,52.3
24032,44.3
24033,37.6
24034,43.5
24035,47.2
24036,41.6
24037,46.1
24038,38.5
24039,45.4
24040,77.0
24041,68.9
24042,57.0
24043,46.6
24044,46.7
24045,38.9
24046,42.5
24047,38.5
24048,55.0
24049,58.0
24050,64.7
24051,45.9
24052,52.4
24053,47.2
24054,49.6
24055,33.7
24056,40.8
24057,46.7
24058,42.6
24059,40.8
24060,46.8
24061,44.7
24062,49.5
24063,49.6
24065,47.0
24066,49.5
24067,47.0
24068,38.2
24069,20.0
24070,57.7
24071,45.6
24072,45.9
24073,37.7
24074,46.6
24075,52.1
24076,37.5
24077,51.9
24078,56.5
24079,60.0
24080,51.8
24081,52.5
24082,51.7
24083,47.0
24084,47.2
24085,38.2
24086,49.8
24087,44.0
24088,59.2
24089,60.4
24090,43.5
24091,37.6
24092,49.7
24093,43.2
24095,71.3
24096,36.8
24097,53.4
24098,47.3
24099,41.7
24100,56.7
24101,35.5
24102,56.8
24103,43.3
24104,41.7
24105,66.3
24106,49.7
24107,37.7
24108,46.9
24109,57.8
24110,65.5
24111,59.7
24112,45.3
24113,52.0
24114,50.9
24115,36.8
24116,49.3
24117,46.0
24118,50.4
24119,60.7
24120,52.8
24121,52.6
24122,52.9
24123,37.8
24124,55.7
24125,41.3
24126,44.6
24127,43.8
24128,38.9
24129,44.9
24130,43.9
24131,50.5
24132,46.4
24133,43.9
24134,49.7
24135,41.6
24136,46.8
24137,53.2
24138,48.2
24139,47.4
24140,46.9
24141,47.5
24142,34.2
24143,50.6
24144,52.4
24145,46.3
24146,38.0
24147,36.4
24148,51.8
24149,45.8
24150,37.6
24151,41.1
24153,46.7
24154,33.5
24155,43.8
24156,51.4
24157,48.9
24158,49.3
24159,46.1
24160,32.7
24161,48.5
24162,78.9
24163,45.8
24164,46.4
24165,50.6
24166,50.0
24167,54.6
24168,41.2
24169,87.8
24170,47.0
24171,54.6
24172,78.0
24173,32.1
24174,42.9
24175,69.6
24176,45.1
24177,51.3
24178,27.9
24179,42.0
24180,41.3
24181,47.8
24182,39.6
24183,51.9
24184,48.3
24185,49.5
24186,51.4
24187,38.1
24188,64.4
24189,38.8
24190,42.7
24191,52.3
24192,53.4
24193,45.8
24194,44.1
24195,89.8
24196,48.5
24197,51.3
24198,81.5
24199,75.2
24200,48.5
24201,40.9
24202,80.2
24203,51.2
24204,41.7
24205,41.6
24206,46.9
24207,40.4
24208,50.5
24209,46.2
24210,55.0
24211,66.5
24212,53.3
24213,55.6
24214,41.0
24215,44.8
24216,56.6
24217,48.5
24218,35.3
24219,47.0
24220,54.2
24221,40.0
24222,40.9
24223,56.5
24224,47.4
24225,40.3
24226,76.7
24227,48.8
24228,55.5
24229,39.6
24230,45.7
24231,89.2
24232,41.2
24233,47.3
24234,48.4
24235,88.5
24236,35.5
24237,57.6
24238,54.2
24239,46.8
24240,42.1
24241,51.8
24242,35.2
24243,41.7
24244,50.1
24245,48.7
24246,54.7
24247,39.1
24248,49.4
24249,40.2
24250,54.8
24251,40.9
24252,41.8
24253,51.6
24254,53.5
24255,79.8
24256,47.2
24257,39.0
24258,45.3
24259,51.2
24260,38.9
24261,90.7
24262,51.6
24263,65.4
24264,43.2
24265,37.3
24266,39.7
24267,88.4
24268,88.0
24269,88.4
24270,85.9
24271,88.5
24272,88.4
24273,83.2
24274,87.8
24275,88.4
24276,87.5
24277,88.4
24278,88.4
24279,87.9
24280,52.4
24281,43.4
24282,39.3
24283,39.0
24284,46.3
24285,40.2
24286,49.0
24287,47.0
24288,46.7
24289,50.0
24290,46.5
24291,37.7
24292,40.6
24293,51.5
24294,42.1
24295,40.3
24296,49.3
24297,75.6
24298,37.0
24299,38.2
24300,55.9
24301,42.6
24302,38.8
24303,58.2
24304,57.0
24305,47.3
24306,42.8
24307,36.5
24308,51.1
24309,44.0
24310,49.2
24311,51.8
24312,81.3
24313,67.7
24314,43.5
24315,44.9
24316,64.1
24317,42.2
24318,43.7
24319,45.9
24320,46.4
24321,55.0
24322,51.5
24323,45.6
24324,55.1
24325,45.9
24326,44.9
24327,53.1
24328,90.8
24329,47.5
24330,38.7
24331,39.1
24332,48.2
24333,44.2
24334,47.7
24335,46.0
24336,48.9
24337,38.0
24338,47.0
24339,50.9
24340,65.2
24341,50.3
24342,52.1
24343,65.2
24344,52.2
24345,50.3
24346,50.7
24347,52.7
24348,41.8
24349,43.2
24350,47.9
24351,41.0
24352,38.4
24353,34.5
24354,37.8
24355,44.6
24356,43.4
24357,50.0
24358,51.2
24359,42.3
24360,55.9
24361,43.5
24362,38.6
24363,33.6
24364,42.5
24365,48.7
24366,47.1
24367,42.9
24368,81.7
24369,39.8
24370,48.7
24371,44.3
24372,43.0
24373,37.1
24374,38.7
24375,55.7
24376,36.5
24377,38.8
24378,40.6
24379,47.2
24380,52.7
24381,44.2
24382,44.0
24383,43.9
24384,53.6
24385,52.6
24386,47.1
24387,48.7
24388,46.8
24389,51.0
24390,45.4
24391,90.8
24392,44.6
24393,36.7
24394,49.2
24395,48.5
24396,68.6
24397,46.8
24398,44.4
24399,58.5
24400,24.4
24401,53.7
24402,24.4
24403,47.5
24404,52.4
24405,25.0
24406,63.7
24407,62.2
24408,64.2
24409,62.2
24410,58.3
24411,62.1
24412,24.4
24413,26.9
24414,58.9
24415,25.2
24416,62.6
24417,57.0
24418,47.7
24419,38.7
24420,35.5
24421,22.3
24422,31.7
24423,46.9
24424,45.2
24425,25.0
24426,26.7
24427,41.3
24428,48.5
24429,48.6
24430,36.6
24431,25.0
24433,54.1
24434,25.0
24435,33.7
24436,57.0
24437,31.1
24438,53.8
24439,25.0
24440,33.3
24441,58.1
24442,57.8
24443,45.7
24444,59.6
24445,25.0
24446,38.9
24447,10.0
24448,48.8
24449,25.0
24450,48.6
24451,47.8
24452,48.3
24453,47.0
24454,46.7
24455,38.9
24456,36.6
24457,28.7
24458,25.0
24459,49.5
24460,46.7
24461,22.7
24462,47.9
24463,42.9
24464,31.4
24465,25.0
24466,22.8
24467,36.1
24468,22.8
24469,29.2
24470,30.4
24471,39.0
24472,27.5
24473,47.6
24474,31.5
24475,24.4
24476,51.2
24477,52.6
24478,51.0
24479,46.7
24480,25.6
24481,25.9
24482,45.4
24483,49.2
24484,54.5
24485,55.3
24486,26.9
24487,54.3
24488,58.0
24489,25.0
24490,25.0
24491,48.5
24492,25.0
24493,37.6
24494,25.0
24495,23.1
24496,25.0
24497,47.6
24498,28.4
24499,25.0
24500,50.9
24501,25.0
24502,33.7
24503,25.0
24504,36.0
24505,85.3
24506,48.7
24507,52.4
24508,40.2
24509,49.4
24510,43.9
24511,42.0
24512,80.1
24513,48.1
24514,39.8
24515,45.6
24516,51.0
24517,60.7
24518,52.4
24519,37.8
24520,53.5
24521,54.6
24522,43.1
24523,53.4
24524,41.7
24525,47.1
24526,38.8
24527,76.8
24528,40.8
24529,42.8
24530,50.0
24531,41.1
24532,55.1
24533,49.1
24534,40.6
24535,70.8
24536,55.0
24537,64.4
24538,91.2
24539,45.5
24540,37.0
24541,53.6
24542,42.2
24543,62.8
24544,56.9
24545,47.3
24546,47.9
24547,68.3
24548,51.0
24549,48.6
24550,39.9
24551,57.6
24552,45.2
24553,42.2
24554,63.3
24555,69.8
24556,47.2
24557,47.7
24558,64.3
24559,42.2
24560,47.1
24561,51.5
24562,44.5
24563,47.8
24564,47.7
24565,39.2
24566,37.7
24567,45.9
24568,48.9
24569,43.9
24570,41.9
24571,39.0
24572,47.3
24573,49.4
24574,51.7
24575,44.9
24576,49.1
24577,40.9
24578,48.8
24579,47.3
24580,45.4
24581,44.3
24582,49.6
24583,46.5
24584,44.5
24585,51.2
24586,42.1
24587,44.2
24588,42.6
24589,45.7
24590,49.9
24591,33.1
24592,51.4
24593,43.4
24594,44.7
24595,39.8
24596,91.2
24597,49.5
24598,46.1
24599,48.5
24600,49.0
24601,39.4
24602,39.3
24603,40.0
24604,42.2
24605,50.5
24606,81.9
24607,42.9
24608,41.7
24609,90.1
24610,46.5
24611,40.2
24612,56.7
24613,43.3
24614,47.9
24615,55.5
24616,46.9
24617,43.7
24618,76.2
24619,51.2
24620,45.2
24621,45.7
24622,52.8
24623,51.9
24624,57.0
24625,48.8
24626,76.7
24627,47.5
24628,47.0
24629,53.8
24630,46.0
24631,43.3
24632,68.9
24633,38.4
24634,64.1
24635,47.2
24636,35.6
24637,88.1
24638,46.0
24639,43.3
24640,57.7
24641,42.1
24642,41.1
24643,77.0
24644,47.7
24645,67.5
24646,41.0
24647,82.2
24648,53.5
24649,37.6
24650,70.3
24651,52.1
24652,41.7
24653,67.7
24654,43.7
24655,39.7
24656,49.9
24657,47.1
24658,50.2
24659,57.3
24660,67.9
24661,38.3
24662,38.7
24663,43.9
24664,42.0
24665,46.8
24666,47.1
24667,59.3
24668,55.0
24669,71.2
24670,79.4
24671,51.0
24672,54.3
24673,37.6
24674,51.8
24675,48.8
24676,50.3
24677,45.2
24678,49.7
24679,47.0
24680,53.4
24681,43.5
24682,72.7
24683,42.1
24684,40.0
24685,50.7
24686,54.4
24687,52.9
24688,66.7
24689,43.3
24690,48.3
24691,52.0
24692,46.3
24693,45.4
24694,45.8
24695,38.9
24696,22.0
24697,22.0
24698,22.0
24699,52.3
24700,47.6
24701,56.0
24702,46.6
24703,54.5
24704,52.5
24705,49.3
24706,50.8
24707,34.1
24708,44.0
24709,41.6
24710,48.7
24711,50.4
24712,45.4
24713,53.0
24714,46.0
24715,43.7
24716,33.8
24717,41.4
24718,36.7
24719,48.2
24720,42.4
24721,41.9
24722,40.7
24723,48.3
24724,45.8
24725,51.5
24726,71.8
24727,53.8
24728,43.8
24729,42.6
24730,42.2
24731,42.2
24732,61.4
24733,46.7
24734,49.4
24735,49.2
24736,45.5
24737,38.0
24738,37.9
24739,42.4
24740,37.7
24741,50.6
24742,40.4
24743,42.5
24744,35.0
24745,50.4
24746,51.8
24747,74.8
24748,46.2
24749,50.7
24750,74.9
24751,45.6
24752,40.3
24753,54.6
24754,57.0
24755,49.0
24756,41.6
24757,52.0
24758,38.5
24759,41.3
24760,38.7
24761,38.1
24762,43.4
24763,45.5
24764,50.1
24765,57.7
24766,46.0
24767,50.9
24768,36.9
24769,66.7
24770,57.6
24771,41.9
24772,50.0
24773,90.2
24774,54.0
24775,76.5
24776,39.9
24777,54.7
24778,39.9
24779,54.5
24780,48.5
24781,52.1
24782,70.0
24783,42.1
24784,56.1
24785,38.3
24786,35.8
24787,49.2
24788,39.0
24789,44.5
24790,42.9
24791,73.5
24792,37.1
24793,43.3
24794,48.1
24795,61.5
24796,44.8
24797,71.0
24798,44.9
24799,48.9
24800,50.6
24801,48.0
24802,44.9
24803,41.4
24804,45.7
24805,48.8
24806,41.5
24807,49.0
24808,41.9
24809,44.3
24810,51.0
24811,46.5
24812,44.3
24813,45.8
24814,50.5
24815,46.8
24816,54.1
24817,40.8
24818,46.3
24819,53.0
24820,43.4
24821,44.5
24822,49.2
24823,45.4
24824,69.0
24825,58.0
24826,49.5
24827,71.2
24828,74.0
24829,25.0
24830,52.9
24831,25.0
24832,65.3
24833,74.9
24834,68.3
24835,80.3
24836,74.5
24837,63.4
24838,74.6
24839,68.4
24840,72.7
24841,73.8
24842,58.9
24843,79.1
24844,74.0
24845,74.7
24846,66.6
24847,66.6
24848,65.9
24849,70.4
24850,66.9
24851,39.0
24852,74.5
24853,64.9
24854,72.8
24855,42.9
24856,38.8
24857,51.7
24858,47.9
24859,71.5
24860,33.5
24861,51.6
24862,35.4
24863,59.4
24864,54.7
24865,40.5
24866,49.6
24867,48.6
24868,69.5
24869,49.2
24870,45.6
24871,46.7
24872,39.4
24873,51.0
24874,45.2
24875,66.8
24876,48.4
24877,44.2
24878,41.3
24879,50.7
24880,49.8
24881,47.7
24882,53.0
24883,70.1
24884,43.2
24885,52.1
24886,38.9
24887,42.1
24888,47.1
24889,41.5
24890,47.6
24891,48.8
24892,52.9
24893,55.2
24896,48.4
24897,91.0
24898,49.7
24899,53.5
24900,47.5
24901,87.1
24902,42.6
24903,38.6
24904,44.5
24905,45.3
24906,51.5
24907,45.5
24908,64.5
24909,54.6
24910,50.0
24911,72.3
24912,38.0
24913,48.6
24914,39.6
24915,79.4
24916,50.2
24917,51.5
24918,42.7
24919,66.9
24920,48.7
24921,33.3
24922,34.4
24923,53.9
24924,37.9
24925,48.1
24926,42.3
24927,45.4
24928,50.1
24929,52.3
24930,47.3
24931,44.7
24932,37.4
24933,46.9
24934,51.1
24935,48.6
24936,41.5
24937,51.3
24938,40.8
24939,33.7
24940,71.0
24941,53.0
24942,54.1
24943,47.4
24944,87.2
24945,39.0
24946,38.3
24947,45.3
24948,72.7
24949,66.2
24951,76.8
24952,42.6
24953,36.4
24954,50.3
24955,44.5
24956,43.6
24957,45.5
24958,43.7
24959,51.4
24960,48.4
24961,54.6
24962,73.6
24963,45.2
24964,47.8
24965,67.1
24966,54.0
24967,48.5
24968,40.8
24969,69.7
24970,52.7
24971,38.5
24972,42.1
24973,42.6
24974,47.1
24975,47.6
24976,69.9
24977,48.0
24978,47.3
24979,42.3
24980,76.4
24981,51.3
24982,37.0
24983,38.7
24984,42.0
24985,38.0
24986,38.4
24987,51.7
24988,39.0
24989,53.9
24990,45.2
24991,47.7
24992,47.3
24993,47.1
24994,50.0
24995,42.2
24996,68.9
24997,50.5
24998,42.6
24999,70.7
25000,48.6
25001,45.0
25002,39.0
25003,44.1
25004,42.0
25005,40.1
25006,47.5
25007,56.1
25008,43.3
25009,55.9
25010,47.7
25011,41.0
25012,53.7
25013,39.6
25014,39.5
25015,48.7
25016,49.6
25017,52.6
25018,53.1
25019,48.5
25020,42.7
25021,43.7
25022,55.0
25023,37.3
25024,45.1
25025,40.2
25026,42.6
25027,36.8
25028,47.6
25029,43.3
25030,34.2
25031,48.6
25032,40.5
25033,54.4
25034,49.6
25035,45.1
25036,51.3
25037,44.1
25038,73.1
25039,46.0
25040,36.5
25041,51.2
25042,47.3
25043,81.7
25044,89.9
25045,53.7
25046,48.4
25047,49.1
25048,51.6
25049,36.6
25050,47.2
25051,50.0
25052,54.6
25053,50.9
25054,39.8
25055,42.6
25057,38.7
25058,84.1
25059,53.2
25060,46.1
25061,47.5
25062,45.9
25063,33.7
25064,49.3
25065,42.4
25066,41.9
25067,49.8
25068,54.4
25069,38.5
25070,52.4
25071,43.1
25072,56.0
25073,51.5
25074,52.5
25075,45.9
25076,49.3
25077,41.0
25078,48.0
25079,45.6
25080,54.1
25081,40.9
25082,45.6
25083,47.8
25084,51.8
25085,53.0
25086,38.2
25087,56.8
25088,50.1
25089,52.5
25090,58.2
25091,53.3
25092,55.2
25093,55.4
25094,66.8
25095,47.4
25096,43.2
25097,43.1
25098,47.8
25099,82.4
25100,48.6
25101,59.2
25102,46.6
25103,45.2
25104,46.0
25105,49.8
25106,48.4
25107,37.3
25108,48.9
25109,48.5
25110,48.7
25111,54.4
25112,48.8
25113,46.8
25114,41.2
25115,37.9
25116,55.8
25117,44.9
25118,46.2
25119,50.1
25120,38.6
25121,45.6
25122,35.8
25123,58.0
25124,56.3
25125,47.2
25126,50.9
25127,39.9
25128,43.4
25129,86.6
25130,49.3
25131,41.6
25132,39.1
25133,52.6
25134,57.4
25135,50.3
25136,51.8
25137,50.9
25138,53.7
25139,40.9
25140,41.8
25141,83.7
25142,41.1
25143,38.8
25144,48.8
25145,65.0
25146,40.9
25147,47.7
25148,83.2
25149,44.7
25150,48.1
25151,46.8
25152,39.3
25153,45.3
25154,45.0
25155,46.3
25156,61.7
25157,56.2
25158,39.4
25159,80.7
25160,56.3
25161,54.7
25162,74.9
25163,56.6
25164,51.2
25165,45.7
25166,37.7
25167,34.8
25168,41.9
25169,47.3
25170,54.8
25171,51.6
25172,43.5
25173,75.1
25174,46.0
25175,51.5
25176,49.3
25177,66.9
25178,46.9
25179,56.8
25180,39.3
25181,53.7
25182,52.6
25183,37.3
25184,49.0
25185,49.4
25186,39.9
25187,53.9
25188,50.9
25189,50.5
25190,47.0
25191,41.2
25192,46.0
25193,68.7
25194,51.0
25195,44.2
25196,47.0
25197,45.5
25198,42.6
25199,46.0
25200,38.0
25201,46.7
25202,41.5
25203,49.0
25204,48.1
25205,40.8
25206,39.9
25207,53.5
25208,36.3
25209,51.4
25210,41.4
25211,41.0
25212,48.5
25213,37.4
25214,49.6
25215,49.7
25216,45.3
25217,37.2
25218,49.5
25219,49.1
25220,44.4
25221,49.0
25222,39.3
25223,39.7
25224,48.1
25225,46.7
25226,39.9
25227,41.8
25228,45.6
25229,37.4
25230,48.8
25231,40.3
25232,43.7
25233,50.4
25234,41.4
25235,49.8
25236,48.4
25237,43.4
25238,37.6
25239,40.9
25240,49.1
25241,51.8
25242,43.4
25243,47.5
25244,39.4
25245,59.7
25246,65.2
25247,46.3
25248,50.9
25249,46.9
25250,50.3
25251,58.0
25252,50.1
25253,52.2
25254,49.8
25255,44.0
25256,38.2
25257,47.2
25258,45.4
25259,43.2
25260,52.3
25261,44.9
25262,44.2
25263,41.7
25264,47.0
25265,43.2
25266,38.0
25267,58.4
25268,52.9
25269,39.6
25270,62.1
25271,42.2
25272,47.8
25273,41.6
25274,51.6
25275,41.8
25276,55.2
25277,40.5
25278,48.1
25279,45.9
25280,45.7
25281,45.4
25282,45.4
25283,49.8
25284,88.4
25285,61.0
25286,40.3
25287,44.8
25288,50.6
25289,43.8
25290,50.8
25291,52.9
25292,45.0
25293,39.1
25294,45.5
25295,43.7
25296,41.0
25297,52.2
25298,33.8
25299,53.8
25300,43.2
25301,52.5
25302,45.1
25303,45.7
25304,42.7
25305,39.3
25306,46.3
25307,44.2
25308,45.3
25309,42.0
25310,50.0
25311,45.3
25312,38.6
25313,41.9
25314,43.3
25315,49.0
25316,46.2
25317,56.3
25318,48.7
25319,44.3
25320,49.1
25321,41.9
25322,61.1
25323,50.7
25324,43.9
25325,35.0
25326,55.8
25327,44.8
25328,44.3
25329,68.1
25330,49.7
25331,49.9
25332,40.0
25333,43.1
25334,46.5
25335,43.2
25336,45.0
25337,44.8
25338,44.0
25339,43.5
25340,51.3
25341,47.0
25342,45.8
25343,48.2
25344,47.1
25345,64.5
25346,51.6
25347,58.4
25348,47.9
25349,44.1
25350,58.5
25351,61.2
25352,53.0
25353,48.8
25354,46.2
25355,38.9
25356,64.7
25357,51.9
25358,47.9
25359,63.4
25360,59.6
25361,38.1
25362,49.4
25363,40.4
25364,38.8
25365,45.6
25366,54.9
25367,51.8
25368,43.5
25369,37.7
25370,44.1
25371,48.0
25372,35.9
25373,41.0
25374,51.1
25375,91.4
25376,55.8
25377,55.1
25378,35.5
25379,42.4
25380,38.2
25381,51.4
25382,54.6
25383,41.3
25384,53.1
25385,48.6
25386,68.2
25387,61.5
25388,48.5
25389,80.7
25390,41.8
25391,51.0
25392,35.7
25393,49.8
25394,48.8
25395,44.4
25396,48.3
25397,52.1
25398,53.2
25399,74.7
25400,45.4
25401,51.0
25402,50.0
25403,39.0
25404,45.8
25405,51.2
25406,42.8
25407,40.9
25408,37.4
25409,51.1
25410,53.0
25411,48.5
25412,50.4
25413,48.5
25414,70.1
25415,83.3
25416,48.2
25417,52.3
25418,51.2
25419,42.5
25420,49.6
25421,38.8
25422,53.5
25423,48.1
25424,25.0
25425,25.0
25426,25.0
25427,25.0
25428,25.0
25429,25.0
25430,25.0
25431,41.0
25432,45.2
25433,51.9
25434,45.4
25435,37.7
25436,60.4
25437,48.8
25438,37.7
25439,43.7
25440,49.9
25441,38.2
25442,57.4
25443,62.8
25444,42.5
25445,51.2
25446,41.6
25447,40.7
25448,50.8
25449,48.7
25450,45.3
25451,35.0
25452,55.0
25453,49.4
25454,44.3
25455,42.9
25456,55.4
25457,37.3
25458,39.2
25459,44.4
25460,41.8
25461,47.9
25462,51.1
25463,40.9
25464,44.6
25465,42.1
25466,46.6
25467,49.4
25468,42.9
25469,66.5
25470,41.0
25471,42.6
25472,54.3
25473,46.9
25474,47.0
25475,35.1
25476,46.8
25477,39.0
25478,47.5
25479,55.5
25480,45.9
25481,50.8
25482,52.3
25483,46.9
25484,49.5
